# Avida instruction execution data
# Fri Jan 27 12:14:11 2017
#  1: Update
#  2: nop-A
#  3: nop-B
#  4: nop-C
#  5: if-n-equ
#  6: if-less
#  7: if-label
#  8: mov-head
#  9: jmp-head
# 10: get-head
# 11: set-flow
# 12: shift-r
# 13: shift-l
# 14: inc
# 15: dec
# 16: push
# 17: pop
# 18: swap-stk
# 19: swap
# 20: add
# 21: sub
# 22: nand
# 23: h-copy
# 24: h-alloc
# 25: h-divide
# 26: sense-resource0
# 27: sense-resource1
# 28: time
# 29: IO
# 30: h-search

810 68668 2508 199658 3417 2459 424242 424704 2425 2796 2588 2888 2339 3221 2630 2772 2726 2770 2158 3530 2196 2468 426994 3595 3595 3576 3960 1756 2007 9393 
820 65507 2559 198998 3364 2439 422135 422602 2363 2904 2595 2831 2370 3367 2627 2693 2828 2800 2032 3770 2284 2255 424904 3596 3596 3627 3965 1791 2093 9358 
830 63881 2531 197715 3319 2489 421640 422398 2324 2884 2562 2859 2355 3616 2649 2844 2703 2823 2300 3603 2317 2467 424793 3598 3598 3688 3966 1815 2280 9313 
840 63585 2603 196943 3356 2443 418622 419702 2277 2944 2557 2901 2353 3651 2638 2683 2675 2949 2322 3990 2434 2356 422168 3594 3594 3715 3965 1830 2269 9323 
850 63632 2668 197253 3549 2511 418675 419420 2307 2841 2657 2796 2570 3908 2943 2682 2635 2889 2334 3635 2433 2499 421949 3596 3596 3867 4060 1875 2111 9300 
860 65383 2650 197460 3549 2486 420224 421191 2280 2838 2620 2988 2383 3779 3144 2677 2712 2907 2543 3105 2453 2543 423719 3597 3597 4186 4115 1913 2302 9344 
870 65717 2875 196237 3575 2527 419234 420572 2314 2870 2628 2919 2408 3737 3219 2706 2927 2922 2548 3073 2534 2571 423052 3596 3596 4164 4208 1939 2372 9370 
880 66535 2734 194271 3686 2442 421351 422217 2302 2923 2725 2990 2441 3880 3233 3019 3038 2994 2595 2994 2542 2411 424705 3598 3598 4050 4236 2075 2289 9382 
890 67808 2638 193811 3669 2528 424723 425388 2310 2927 2709 3116 2267 3865 3576 2670 2945 2985 2458 2889 2463 2395 427816 3598 3598 4096 4185 2150 2362 9428 
900 66071 2856 192667 3699 2495 422128 422526 2234 2945 2724 3066 2167 3781 3335 2676 2834 3191 2663 2922 2488 2297 424991 3592 3592 4018 4130 2122 2317 9400 
910 65080 2849 192445 3889 2470 421528 422034 2184 3257 2784 3265 2031 3785 3694 2594 2945 3207 2685 3001 2497 2310 424636 3596 3596 3990 4086 2094 2258 9369 
920 65189 2852 191633 3788 2527 423675 423680 2190 3260 2793 3043 2078 3906 3442 2608 2931 3241 2436 3028 2509 2349 426260 3598 3598 3997 4114 2094 2299 9481 
930 67319 2832 190871 3793 2599 424928 425195 2223 3494 2820 3171 2151 3572 3630 2615 2997 3236 2341 2995 2567 2489 428233 3596 3596 4015 4162 2174 2305 9566 
940 66777 2759 189572 3818 2550 425041 425154 2207 3595 2866 3181 2240 3671 3466 2494 3136 3197 2447 3003 2576 2439 428254 3596 3596 4060 4412 2181 2268 9570 
950 66706 2783 188776 3918 2582 424696 424816 2202 3489 2862 3292 2242 3758 3423 2552 3105 3281 2559 3177 2761 2409 427740 3599 3599 4060 4541 2229 2339 9605 
960 66924 2768 187617 3906 2580 424746 424994 2203 3292 2898 3410 2251 3981 3289 2526 3067 3275 2515 3301 2759 2422 427976 3595 3595 4265 4590 2455 2356 9694 
970 66290 2764 186807 3944 2612 424053 424112 2187 3225 2977 3248 2282 3950 3407 2588 2999 3353 2516 3239 2814 2492 426907 3597 3597 4253 4505 2518 2384 9704 
980 64854 2774 186093 3895 2662 422679 422768 2312 3236 2993 3326 2332 4086 3352 2642 2971 3391 2843 3205 2854 2498 425507 3599 3599 4249 4621 2527 2451 9728 
990 63215 2807 185414 3860 2640 422166 421566 2191 3237 2963 3279 2369 3758 3216 2651 3010 3437 2887 3152 2920 2436 424322 3596 3596 4259 4588 2468 2452 9738 
1000 64520 2896 184897 3944 2728 422141 421727 2178 3223 3014 3428 2482 4157 3260 2725 2974 3477 2939 3207 3190 2482 424608 3597 3597 4476 4437 2409 2448 9723 
1010 65247 2947 184536 4022 2729 420693 420794 2160 3309 3047 3642 2529 3905 3193 2710 2978 3567 2959 3217 3159 2557 423693 3597 3597 4455 4578 2692 2610 9693 
1020 63715 2962 183870 4044 2727 421299 421376 2152 3269 3129 3512 2438 4020 3291 2711 3036 3534 3306 3340 3066 2484 424423 3598 3598 4587 4575 2687 2666 9756 
1030 65439 3194 183531 4042 2746 423195 423479 2052 3345 3228 3496 2536 4042 3296 2910 3084 3705 3349 3441 3157 2488 426603 3598 3598 4588 4627 2612 2654 9732 
1040 65512 3098 183070 4050 2785 422893 423094 2057 3411 3276 3285 2594 4274 3242 2835 3176 3666 3386 3364 3136 2506 426189 3600 3600 4608 4716 2506 2607 9727 
1050 62940 3200 181812 4100 2763 419558 420060 1981 3426 3280 3324 2578 3883 3299 2946 3181 3720 3468 3371 3069 2518 423060 3596 3596 4765 4798 2513 2557 9769 
1060 63266 3157 180051 4088 2774 422003 422070 1950 3416 3287 3302 2720 3625 3313 2904 3289 3568 3372 3419 2973 2572 425111 3596 3596 4769 4649 2528 2685 9787 
1070 61966 3274 179331 4133 2759 421050 421196 2089 3694 3327 3417 2926 3814 3341 2895 3326 3595 3706 3344 2989 2596 424245 3599 3599 4966 4534 2561 2716 9750 
1080 61052 3181 178157 4151 2817 419097 419191 2115 3830 3433 3522 2956 3860 3545 2975 3416 3648 3531 3382 3053 2669 422333 3600 3600 4761 4531 2545 2842 9822 
1090 62246 3196 178719 4206 2836 418070 418713 2208 3677 3448 3496 2941 4063 3835 2991 3411 3714 3628 3416 3055 2685 421916 3596 3596 4856 4756 2799 2760 9786 
1100 63815 3132 178680 4203 2785 419347 419950 2192 3739 3489 3445 3220 3794 3657 2947 3414 3726 3311 3435 3213 2691 423064 3600 3600 4887 4857 2825 2838 9792 
1110 62208 3261 178820 4405 2891 416295 417245 2141 3734 3628 3573 3113 4130 3825 3008 3455 3774 4046 3373 3322 2714 420390 3596 3596 5117 4966 3009 2694 9909 
1120 61874 3204 176870 4364 3153 417062 417843 2164 3877 3614 3277 3210 3806 4033 3030 3554 3842 3959 3434 3350 2726 420899 3597 3597 4997 5007 2989 2756 9953 
1130 61600 3198 176452 4369 2829 416247 417142 2051 3990 3625 3497 3180 3831 4104 2988 3604 3852 3822 3417 3256 2788 420268 3596 3596 5027 4877 2984 2750 9979 
1140 61303 3163 174784 4347 2930 415621 416910 1996 3973 3685 3351 3143 3995 4304 3014 3886 4070 3925 3504 3345 2883 420029 3596 3596 5083 4799 3072 2854 9972 
1150 60947 3153 173730 4352 2951 416496 417634 1991 3814 3625 3387 3475 3766 4207 3025 3618 4173 3993 3554 3317 2942 420692 3597 3597 4904 4811 3043 2947 9951 
1160 60363 3257 172325 4246 3010 417685 418476 1990 3776 3602 3288 3233 3897 4410 3066 3569 4038 3750 3573 3287 2915 421503 3599 3599 4704 4830 2945 2903 9942 
1170 58492 3209 171738 4264 3002 416940 417220 1922 3811 3608 3345 3307 3943 4083 3131 3610 3941 3882 3704 3336 2936 420328 3598 3598 4741 4794 3082 2944 9922 
1180 56420 3228 170650 4270 2966 415184 415101 1862 3751 3591 3522 3146 4022 3748 3167 3614 3941 4225 3760 3405 3083 418201 3596 3596 4719 4860 3124 2993 9921 
1190 57033 3188 169985 4317 3017 413936 414235 1872 3891 3634 3350 3342 4288 3801 3151 3660 4062 3576 3858 3406 3141 417465 3597 3597 4834 4953 3198 2962 9937 
1200 57233 3214 169730 4288 3060 416344 416296 1972 3916 3642 3374 3231 4168 3834 3152 3702 4120 3735 3861 3382 3141 419651 3599 3599 4827 4926 3092 3004 9960 
1210 55839 3234 168787 4178 3086 414107 414012 1867 3906 3690 3387 3286 3969 3762 3204 3842 4020 3715 3867 3551 3126 417502 3597 3597 4857 5037 3038 3261 10028 
1220 57707 3245 168647 4279 3185 414793 414622 1936 4119 3819 3571 3187 3874 3692 3294 3992 4237 4421 3973 3616 3199 418299 3598 3598 4871 5019 3050 3306 10087 
1230 56139 3280 168670 4237 3215 413578 413745 1863 4262 3861 3593 3140 3918 3808 3352 4029 4524 4133 3962 3468 3154 417725 3599 3599 4894 5007 3022 3317 9965 
1240 55179 3225 167073 4324 3375 411777 411982 1782 4311 3849 3633 3054 3983 3760 3353 4038 4573 4165 3924 3513 3232 415964 3596 3596 4989 4974 3051 3342 9974 
1250 54445 3276 168108 4545 3428 412256 412193 1815 4216 3939 3874 3082 4028 3758 3404 4008 4248 3782 3918 3731 3516 416273 3599 3599 5174 4973 3082 3625 9969 
1260 53856 3307 166164 4566 3257 410827 411074 1787 4271 3892 3809 3144 4068 3735 3457 4039 4263 3729 3986 3838 3476 415076 3595 3595 5141 4959 3120 3790 10002 
1270 53352 3444 167947 4866 3268 410341 410308 1748 4306 3890 3827 3242 4004 3789 3533 3958 4558 4120 4130 3850 3287 414355 3596 3596 5262 4862 3121 3743 10135 
1280 52773 3403 163798 4685 3351 411487 411301 1790 4329 3958 3755 3243 4092 3770 3508 3963 4446 3614 4060 3770 3277 415117 3595 3595 5186 4844 3196 3549 10195 
1290 51318 3437 162376 4705 3394 409698 409845 1915 4360 3914 3842 3158 3923 3761 3684 3998 4456 3907 3964 3741 3281 413693 3595 3595 5110 5009 3214 3927 10120 
1300 52684 3438 162497 4789 3600 409713 410259 1989 4371 3902 3915 3257 4000 3755 3759 3993 4623 3930 4113 3705 3389 414068 3600 3600 5491 5046 3253 3814 10206 
1310 51864 3401 161845 4794 3600 408787 409198 2033 4318 3931 3922 3362 3999 3921 3864 4000 4611 4128 4131 3743 3379 413182 3599 3599 5413 4999 3313 3857 10299 
1320 52400 3529 162627 5049 3511 408089 408622 1910 4530 3932 4132 3369 3951 3956 3856 4347 4558 4225 4321 3800 3413 412596 3598 3598 5353 5045 3325 3849 10267 
1330 52945 3511 161897 4841 3499 407782 408917 2010 4501 3924 3892 3473 3997 3936 3857 4417 4703 3830 4295 3900 3390 412870 3596 3596 5458 5195 3357 3803 10237 
1340 51381 3567 160380 4664 3432 409620 410067 2011 4363 3934 3850 3358 4107 4038 3857 4341 4822 4127 4287 3927 3448 414060 3599 3599 5321 5281 3393 3722 10233 
1350 50711 3550 159597 4666 3463 409798 410101 2102 4398 3979 3882 3471 4116 3992 3842 4496 4527 4005 4356 3724 3563 414253 3598 3598 5463 5360 3395 3585 10259 
1360 52763 3546 159609 4646 3495 410148 410733 2066 4401 3961 3820 3424 4135 4086 4073 4527 4944 4253 4434 3777 3549 415082 3600 3600 5258 5358 3543 3714 10247 
1370 52954 3580 158709 4642 3504 409596 410185 1953 4463 3983 3876 3525 4152 4148 4047 4479 4906 4160 4403 3978 3681 414556 3596 3596 5568 5271 3649 3740 10250 
1380 54385 3570 157088 4581 3544 408894 409979 1972 4546 3966 3923 4009 4263 4139 4099 4422 4952 4183 4461 4035 3644 414415 3595 3595 5518 5232 3629 3897 10325 
1390 53775 3568 157792 4601 3582 409294 410016 1883 4598 3960 3962 3830 4329 4206 4139 4318 4879 4743 4434 4116 3614 414565 3594 3594 5456 5301 3627 3805 10352 
1400 53097 3586 157245 4651 3641 410098 410447 2016 4563 4043 4190 3745 4271 4225 4116 4281 5146 4413 4553 4170 3630 415792 3599 3599 5451 5413 4060 3871 10451 
1410 52168 3598 155846 4714 3637 409270 409450 2030 4546 3975 4007 3696 4221 4244 4041 4181 5101 4497 4460 4056 3625 414607 3598 3598 5507 5342 4104 3924 10427 
1420 52445 3524 155483 4709 3680 409499 409502 2008 4538 4013 4123 3711 4256 4263 4084 4239 5097 4538 4459 3974 3656 414313 3597 3597 5462 5445 4316 3899 10402 
1430 53804 3544 154738 4781 3751 412517 412214 2067 4565 4038 4026 3654 4232 4251 4067 4321 5214 4442 4613 3952 3806 416841 3599 3599 5482 5351 4475 3880 10374 
1440 52355 3554 154243 4858 3742 411435 411140 1957 4660 4068 4268 3649 4325 4267 4083 4336 5616 4087 4549 4000 3786 416536 3597 3597 5533 5540 4633 3962 10362 
1450 51343 3656 153878 4846 3861 409995 410086 2126 4691 4083 4175 3636 4744 4303 4194 4382 5465 4371 4513 4026 3746 415013 3598 3598 5578 5417 4841 4034 10377 
1460 52689 3664 153375 4835 3918 412481 412163 2168 4693 4093 4017 3592 4592 4301 4190 4452 5586 4216 4468 3961 3896 416978 3596 3596 5473 5471 4924 3982 10349 
1470 51374 3626 153925 4962 4064 411235 410897 1956 4935 4146 4103 3803 4756 4370 4280 4548 5492 4574 4452 4159 3833 416196 3597 3597 5562 5453 4975 4197 10399 
1480 50988 3652 153571 5003 4065 409860 409603 1899 4962 4115 4206 3778 4851 4386 4289 4541 5572 4945 4437 4140 3774 415337 3595 3595 5560 5401 5155 4251 10337 
1490 52543 3561 151935 4943 3977 411134 411264 1852 4892 4122 4256 3904 5017 4547 4334 4733 5397 4933 4424 4095 3795 416894 3599 3599 5488 5424 5441 4259 10357 
1500 51048 3772 152057 5089 3989 409866 410285 1918 4914 4247 4183 3840 5006 4727 4279 4648 5633 5251 4441 4215 3937 416031 3599 3599 5606 5402 5235 4273 10287 
1510 50862 3726 150588 5027 4039 411516 411492 1945 4901 4232 4078 3881 4798 4596 4165 4625 5563 5087 4405 4179 3875 417064 3597 3597 5571 5487 5440 4280 10330 
1520 49400 3814 150461 5143 3984 409910 409808 1818 5117 4287 4118 3836 5216 4641 4338 4711 5654 4672 4496 4382 3925 415482 3598 3598 5523 5487 5060 4235 10443 
1530 50792 3792 149629 5179 3907 411468 411327 1890 5054 4265 4103 3847 5334 4540 4220 4666 5747 4164 4517 4329 4006 417103 3597 3597 5463 5673 5209 4388 10432 
