# Avida resource data
# Mon Jan 16 12:08:46 2017
# First column gives the current update, all further columns give the quantity
# of the particular resource at that update.
#  1: Update
#  2: day
#  3: night

0 100 100 
10 100 100 
20 100 100 
30 100 100 
40 100 100 
50 100 100 
60 100 100 
70 100 100 
80 100 100 
90 100 100 
100 100 100 
110 100 100 
120 100 100 
130 100 100 
140 100 100 
150 100 100 
160 100 100 
170 100 100 
180 100 100 
190 100 100 
200 100 100 
210 100 100 
220 100 100 
230 100 100 
240 100 100 
250 100 100 
260 100 100 
270 100 100 
280 100 100 
290 100 100 
300 100 100 
310 100 100 
320 100 100 
330 100 100 
340 100 100 
350 100 100 
360 100 100 
370 100 100 
380 100 100 
390 100 100 
400 100 100 
410 100 100 
420 100 100 
430 100 100 
440 100 100 
450 100 100 
460 100 100 
470 100 100 
480 100 100 
490 100 100 
500 100 100 
510 100 100 
520 100 100 
530 100 100 
540 100 100 
550 100 100 
560 100 100 
570 100 100 
580 100 100 
590 100 100 
600 100 100 
610 100 100 
620 100 100 
630 100 100 
640 100 100 
650 100 100 
660 100 100 
670 100 100 
680 100 100 
690 100 100 
700 100 100 
710 100 100 
720 100 100 
730 100 100 
740 100 100 
750 100 100 
760 100 100 
770 100 100 
780 100 100 
790 100 100 
800 100 100 
810 100 100 
820 100 100 
830 100 100 
840 100 100 
850 100 100 
860 100 100 
870 100 100 
880 100 100 
890 100 100 
900 100 100 
910 100 100 
920 100 100 
930 100 100 
940 100 100 
950 100 100 
960 100 100 
970 100 100 
980 100 100 
990 100 100 
1000 100 100 
1010 100 100 
1020 100 100 
1030 100 100 
1040 100 100 
1050 100 100 
1060 100 100 
1070 100 100 
1080 100 100 
1090 100 100 
1100 100 100 
1110 100 100 
1120 100 100 
1130 100 100 
1140 100 100 
1150 100 100 
1160 100 100 
1170 100 100 
1180 100 100 
1190 100 100 
1200 100 100 
1210 100 100 
1220 100 100 
1230 100 100 
1240 100 100 
1250 100 100 
1260 100 100 
1270 100 100 
1280 100 100 
1290 100 100 
1300 100 100 
1310 100 100 
1320 100 100 
1330 100 100 
1340 100 100 
1350 100 100 
1360 100 100 
1370 100 100 
1380 100 100 
1390 100 100 
1400 100 100 
1410 100 100 
1420 100 100 
1430 100 100 
1440 100 100 
1450 100 100 
1460 100 100 
1470 100 100 
1480 100 100 
1490 100 100 
1500 100 100 
1510 100 100 
1520 100 100 
1530 100 100 
1540 100 100 
1550 100 100 
1560 100 100 
1570 100 100 
1580 100 100 
1590 100 100 
1600 100 100 
1610 100 100 
1620 100 100 
1630 100 100 
1640 100 100 
1650 100 100 
1660 100 100 
1670 100 100 
1680 100 100 
1690 100 100 
1700 100 100 
1710 100 100 
1720 100 100 
1730 100 100 
1740 100 100 
1750 100 100 
1760 100 100 
1770 100 100 
1780 100 100 
1790 100 100 
1800 100 100 
1810 100 100 
1820 100 100 
1830 100 100 
1840 100 100 
1850 100 100 
1860 100 100 
1870 100 100 
1880 100 100 
1890 100 100 
1900 100 100 
1910 100 100 
1920 100 100 
1930 100 100 
1940 100 100 
1950 100 100 
1960 100 100 
1970 100 100 
1980 100 100 
1990 100 100 
2000 100 100 
2010 100 100 
2020 100 100 
2030 100 100 
2040 100 100 
2050 100 100 
2060 100 100 
2070 100 100 
2080 100 100 
2090 100 100 
2100 100 100 
2110 100 100 
2120 100 100 
2130 100 100 
2140 100 100 
2150 100 100 
2160 100 100 
2170 100 100 
2180 100 100 
2190 100 100 
2200 100 100 
2210 100 100 
2220 100 100 
2230 100 100 
2240 100 100 
2250 100 100 
2260 100 100 
2270 100 100 
2280 100 100 
2290 100 100 
2300 100 100 
2310 100 100 
2320 100 100 
2330 100 100 
2340 100 100 
2350 100 100 
2360 100 100 
2370 100 100 
2380 100 100 
2390 100 100 
2400 100 100 
2410 100 100 
2420 100 100 
2430 100 100 
2440 100 100 
2450 100 100 
2460 100 100 
2470 100 100 
2480 100 100 
2490 100 100 
2500 100 100 
2510 100 100 
2520 100 100 
2530 100 100 
2540 100 100 
2550 100 100 
2560 100 100 
2570 100 100 
2580 100 100 
2590 100 100 
2600 100 100 
2610 100 100 
2620 100 100 
2630 100 100 
2640 100 100 
2650 100 100 
2660 100 100 
2670 100 100 
2680 100 100 
2690 100 100 
2700 100 100 
2710 100 100 
2720 100 100 
2730 100 100 
2740 100 100 
2750 100 100 
2760 100 100 
2770 100 100 
2780 100 100 
2790 100 100 
2800 100 100 
2810 100 100 
2820 100 100 
2830 100 100 
2840 100 100 
2850 100 100 
2860 100 100 
2870 100 100 
2880 100 100 
2890 100 100 
2900 100 100 
2910 100 100 
2920 100 100 
2930 100 100 
2940 100 100 
2950 100 100 
2960 100 100 
2970 100 100 
